1,9575.9
2,19652.0
3,2262.7
4,5702.0
5,2566.0
6,7509.7
7,272.3
8,18304.5
9,7903.2
10,5981.5
11,1923.0
12,6763.5
13,12545.8
14,5598.5
15,5546.7
16,6402.1
17,3467.4
18,82.7
19,11290.6
20,3184.9
21,6325.9
22,9041.2
23,10293.4
24,4135.3
25,3673.1
26,34897.6
27,12040.2
28,208.4
29,10720.4
30,3073.9
31,12635.2
32,5030.2
33,3158.3
34,14151.4
35,3902.5
36,13346.2
37,13486.6
38,4820.0
39,2041.1
40,6396.3
41,10815.5
42,3410.4
43,2782.1
44,4448.4
45,3149.6
46,7151.1
47,3497.6
48,7614.4
49,13000.6
50,2333.9
51,11496.3
52,12991.8
53,8610.6
54,1057.0
55,7227.9
56,9593.9
57,6075.8
58,12045.9
59,11168.9
60,3631.9
61,8454.4
62,5959.9
63,974.9
64,6320.5
65,7315.9
66,12845.8
67,6133.3
68,3219.0
69,18881.8
70,4307.6
71,12301.1
72,6754.9
73,7748.6
74,13514.6
75,5073.2
76,4849.9
77,1840.2
78,9908.3
79,3795.2
80,7449.2
81,32138.6
82,10013.8
83,10914.7
84,7470.5
85,3143.8
86,6847.8
87,6685.6
88,9891.3
89,2350.8
90,6787.7
91,9694.0
92,9949.7
93,2863.3
94,7166.3
95,21974.3
96,9537.5
97,15001.7
98,3156.5
99,14816.4
100,2378.8
101,6379.1
102,3575.4
103,8412.3
104,5996.2
105,5918.5
106,13968.9
107,7174.1
108,7962.9
109,10131.8
110,4208.2
111,10185.4
112,15114.2
113,7621.5
114,5095.3
115,2726.1
116,3252.2
117,9075.4
118,6165.1
119,2827.8
120,3582.0
121,5276.3
122,8215.8
123,19995.5
124,9137.9
125,19317.1
126,10712.2
127,7478.3
128,6930.4
129,6351.3
130,2384.6
131,3950.0
132,5138.0
133,247.2
134,6405.8
135,3327.2
136,3796.9
137,10278.2
138,8344.9
139,24021.1
140,1170.3
141,2653.2
142,5912.7
143,2721.9
144,11540.9
145,12275.8
146,15517.7
147,3184.2
148,2040.3
149,0.0
150,5790.2
151,4909.8
152,8707.2
153,6841.3
154,7453.6
155,8568.9
156,2257.2
157,7378.6
158,6794.2
159,6065.0
160,7748.7
161,7517.4
162,7467.1
163,2125.3
164,2432.6
165,9858.3
166,6107.3
167,2085.6
168,10311.2
169,21591.3
170,9693.3
171,7687.4
172,7158.5
173,8078.2
174,8687.5
175,20432.3
176,5999.5
177,2115.6
178,120.6
179,12110.9
180,8615.6
181,6065.1
182,3256.0
183,7389.9
184,782.4
185,1092.8
186,12289.9
187,2395.4
188,8123.3
189,2493.6
190,8669.8
191,6104.2
192,3459.9
193,12234.7
194,3471.5
195,11726.2
196,18233.9
197,2606.7
198,6587.8
199,5784.4
200,11970.2
201,5748.9
202,2289.4
203,2200.1
204,7694.7
205,3410.6
206,2058.8
207,8853.7
208,8267.2
209,2063.6
210,1976.3
211,3970.9
212,3945.7
213,10997.5
214,3235.7
215,4995.2
