1,5827.2
2,5300.8
3,7144.1
4,6101.9
5,7006.7
6,10914.7
7,2058.8
8,2170.2
9,5996.2
10,3895.6
11,2945.5
12,6602.3
13,7453.0
14,11444.4
15,3149.6
16,0.3
17,7099.9
18,6809.1
19,7462.2
20,7309.2
21,7668.4
22,11339.9
23,1011.7
24,6356.9
25,5962.0
26,3335.5
27,56929.5
28,6492.0
29,7184.6
30,4448.4
31,6845.8
32,8610.6
33,6320.5
34,7124.7
35,2204.2
36,3828.0
37,8412.3
38,6022.9
39,13949.0
40,11065.0
41,1976.3
42,2863.3
43,10013.8
44,3410.6
45,15849.1
46,2381.8
47,9602.3
48,939.2
49,4846.6
50,9362.1
51,2939.4
52,7764.4
53,2866.6
54,6812.7
55,2858.1
56,6109.1
57,7166.3
58,8267.2
59,7694.7
60,7470.5
61,5784.4
62,3364.9
63,4323.7
64,7227.9
65,6711.5
66,7315.9
67,6218.3
68,6688.6
69,13514.6
70,4363.8
71,7707.0
72,7111.6
73,12331.9
74,6042.3
75,5158.2
76,1145.3
77,6988.7
78,6021.7
79,5967.6
80,6773.9
81,7026.5
82,7748.6
83,1697.8
84,4219.1
85,13993.5
86,4317.5
87,5091.7
88,12845.8
89,5342.2
90,5172.3
91,11970.2
92,21974.3
93,2063.6
94,9703.7
95,6639.7
96,9806.4
97,2610.7
98,2592.7
99,1647.9
100,7688.3
101,3302.8
102,3493.1
103,15139.1
104,6053.7
105,19415.3
106,6095.6
107,6592.6
108,2807.1
109,3945.7
110,9949.7
111,3110.7
112,2993.2
113,2681.7
114,2640.5
115,18076.3
116,20618.0
117,974.9
118,14325.1
119,3502.2
120,32138.6
121,3657.7
122,7163.9
123,19356.3
124,5541.1
125,144.4
126,12400.3
127,1414.9
128,7468.1
129,3421.8
130,3292.1
131,3106.8
132,9427.8
133,5959.9
134,6788.3
135,12045.9
136,7630.0
137,6949.7
138,2407.1
139,7746.1
140,6685.6
141,5748.9
142,3970.9
143,9694.0
144,1912.5
145,3459.9
146,3155.1
147,13633.3
148,8009.9
149,7450.2
150,12355.4
151,4666.6
152,6435.9
153,1758.6
154,2359.9
155,8109.3
156,7545.4
157,5999.6
158,2168.2
159,3342.4
160,24163.2
161,1414.4
162,7490.3
163,2289.4
164,3143.8
165,6787.7
166,10997.5
167,6052.6
168,12991.8
169,2085.1
170,6013.1
171,3739.8
172,8454.4
173,9593.9
174,4519.2
175,7119.5
176,27521.7
177,6026.0
178,2001.4
179,7714.2
180,2882.4
181,5078.5
182,4085.3
183,14478.7
184,2570.8
185,6075.8
186,2083.2
187,4129.9
188,2874.4
189,3402.2
190,4116.7
191,2200.1
192,6847.8
193,6854.0
194,6428.3
195,6748.4
196,1973.6
197,10812.8
198,8667.1
199,6856.6
200,7508.0
201,5981.0
202,5522.6
203,6536.9
204,6351.3
205,1684.5
206,24021.1
207,2125.3
208,782.4
209,10208.0
210,11444.4
211,14852.4
212,0.0
213,6380.8
214,3184.9
215,3571.4
216,2246.7
217,10189.6
218,3888.6
219,592.6
220,11534.2
221,2569.6
222,3281.7
223,8249.8
224,2702.7
225,7089.3
226,3421.6
227,3932.3
228,3068.8
229,17930.2
230,5882.2
231,11446.9
232,2370.8
233,1923.0
234,8278.8
235,23964.3
236,6325.9
237,2040.3
238,2381.1
239,3461.6
240,1092.8
241,1170.3
242,2432.6
243,7520.1
244,1715.3
245,13899.0
246,7490.2
247,4314.0
248,4444.4
249,3337.4
250,14444.4
251,7849.9
252,7041.1
253,9575.9
254,4858.2
255,2144.2
256,1832.5
257,6930.4
258,7517.4
259,4649.8
260,6148.2
261,2827.8
262,4011.1
263,1274.5
264,8422.5
265,6114.8
266,961.5
267,5892.2
268,3073.9
269,7091.5
270,3609.8
271,4107.8
272,8266.8
273,8169.2
274,5172.9
275,5869.1
276,6455.7
277,51092.0
278,10720.4
279,3570.5
280,11290.6
281,4444.4
282,5887.5
283,5981.5
284,5457.6
285,29659.4
286,6429.8
287,3204.0
288,6165.1
289,2516.3
290,7478.3
291,7748.7
292,9858.3
293,8344.9
294,8741.3
295,6727.1
296,19032.6
297,1760.2
298,15237.6
299,11576.3
300,9409.2
301,6733.6
302,2116.3
303,2062.6
304,7903.2
305,8435.6
306,1247.6
307,7793.9
308,3277.2
309,10712.2
310,5812.8
311,3327.2
312,10311.2
313,6794.2
314,2384.6
315,7448.3
316,13486.6
317,9896.4
318,3078.0
319,6763.5
320,14572.8
321,4057.1
322,6402.1
323,7426.6
324,7294.8
325,2030.8
326,26199.9
327,6328.1
328,9688.9
329,3377.9
330,7765.4
331,2859.7
332,6345.2
333,2626.7
334,15128.1
335,808.6
336,12545.8
337,13725.4
338,7389.0
339,6708.3
340,6065.0
341,3950.0
342,1641.0
343,38493.2
344,3342.6
345,18304.5
346,6833.6
347,4086.1
348,6668.4
349,3265.8
350,17921.0
351,2368.2
352,6742.8
353,7389.9
354,8127.8
355,3165.2
356,9728.0
357,7163.3
358,2675.0
359,14444.4
360,9832.5
361,5622.1
362,5988.1
363,38316.2
364,7378.6
365,2085.6
366,10278.2
367,8568.9
368,2961.7
369,680.8
370,4215.0
371,82.7
372,8494.7
373,24398.8
374,3021.7
375,9334.9
376,8367.7
377,11014.5
378,15558.7
379,5347.2
380,7545.5
381,5760.1
382,444.8
383,2335.7
384,6093.1
385,3573.2
386,43913.4
387,17642.1
388,3467.4
389,6806.6
390,6043.4
391,5474.6
392,3234.3
393,2257.2
394,10942.7
395,6107.3
396,3796.9
397,5138.0
398,2115.6
399,3074.5
400,114.4
401,11626.9
402,3705.2
403,5719.8
404,9232.0
405,13351.9
406,5127.3
407,9102.5
408,608.4
409,1817.8
410,272.3
411,22746.4
412,19317.1
413,12110.9
414,9693.3
415,4595.2
